id_aluno,evasao,sexo,idade,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,etapa_ensino,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
107,False,Feminino,17,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,61.1,6.6,N3,912.77,False,False,True,False,False,Alto,Bom,Alta,False,Alta,False,1.4,False,Moderado,Boa,Parcial,Média,Ruim,0.3702386998476384,False
108,False,Feminino,11,False,True,False,False,Parda,Urbana,Aprovado,2° EM,False,87.8,5.1,N5,629.94,False,False,False,False,False,Baixo,Ruim,Média,False,Alta,False,0.2,True,Alto,Boa,Completa,Alta,Regular,0.3108176739461656,True
109,False,Masculino,22,False,False,True,False,Parda,Urbana,Aprovado,2° EM,False,72.6,7.6,N6,920.99,False,False,True,False,False,Médio,Ruim,Alta,True,Média,False,2.3,False,Alto,Regular,Parcial,Média,Ruim,0.26104621635347897,False
110,False,Feminino,14,False,True,True,False,Parda,Urbana,Evadido,1° EM,True,60.1,4.6,N6,486.49,False,False,False,False,False,Alto,Bom,Alta,False,Média,True,2.8,False,Moderado,Regular,Parcial,Alta,Boa,0.6461824953445066,True
111,False,Feminino,16,False,True,True,False,Parda,Urbana,Reprovado,2° EM,False,57.5,1.7,N4,363.06,False,False,False,False,False,Alto,Ruim,Média,False,Baixa,False,2.6,False,Moderado,Boa,Completa,Baixa,Ruim,0.6373793803961402,True
112,False,Masculino,18,True,True,True,False,Branca,Urbana,Aprovado,9° EF,False,82.3,5.4,N2,593.02,False,False,False,False,False,Médio,Bom,Baixa,False,Média,False,2.2,False,Moderado,Boa,Completa,Média,Regular,0.32351447435246317,False
113,False,Masculino,13,False,True,True,False,Parda,Urbana,Aprovado,8° EF,False,82.3,8.1,N3,958.89,False,False,False,False,False,Médio,Ruim,Média,True,Baixa,False,2.7,False,Moderado,Ruim,Parcial,Baixa,Regular,0.18638902996444898,False
114,False,Outro,21,False,False,True,False,Parda,Urbana,Aprovado,9° EF,False,57.9,5.1,N4,713.3,True,False,True,False,False,Médio,Bom,Média,True,Baixa,False,2.9,False,Moderado,Boa,Parcial,Baixa,Boa,0.6319620788894531,False
115,False,Masculino,13,False,True,False,False,Branca,Urbana,Aprovado,2° EM,False,76.5,6.0,N4,1210.03,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,2.7,False,Baixo,Regular,Completa,Média,Ruim,0.32249873031995935,False
116,False,Masculino,14,True,False,True,False,Parda,Rural,Aprovado,1° EM,True,61.4,4.1,N7,850.41,False,False,False,False,False,Baixo,Ruim,Alta,True,Alta,False,1.6,False,Alto,Boa,Insuficiente,Baixa,Boa,0.6649737599458271,True
117,False,Feminino,13,False,True,False,False,Parda,Urbana,Aprovado,7° EF,False,84.0,5.2,N1,1109.24,False,False,True,False,False,Médio,Ruim,Média,False,Alta,False,2.2,False,Alto,Regular,Completa,Alta,Regular,0.3250380904012189,False
118,False,Masculino,14,False,True,False,True,Parda,Rural,Reprovado,1° EM,False,95.4,8.2,N3,1582.53,False,False,False,True,False,Médio,Ruim,Média,False,Alta,False,2.9,False,Moderado,Boa,Parcial,Alta,Boa,0.45336041984086684,False
119,False,Masculino,10,False,True,False,False,Branca,Urbana,Em andamento,1° EM,False,74.3,6.9,N5,1501.27,False,False,True,False,False,Baixo,Bom,Média,False,Alta,False,1.5,False,Alto,Boa,Completa,Baixa,Ruim,0.2879634332148298,False
120,False,Masculino,21,True,True,True,False,Preta,Urbana,Aprovado,3° EM,False,99.3,6.1,N4,2236.53,False,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,2.5,False,Alto,Regular,Parcial,Média,Boa,0.20162519045200608,False
121,False,Feminino,17,False,True,True,False,Branca,Urbana,Aprovado,3° EM,False,61.8,6.7,N3,595.63,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.4,False,Baixo,Boa,Parcial,Média,Boa,0.361604875571356,False
122,False,Masculino,21,True,True,True,False,Parda,Urbana,Aprovado,1° EM,False,92.0,10.0,N2,607.89,False,False,False,False,False,Alto,Regular,Baixa,False,Média,False,0.5,False,Moderado,Regular,Insuficiente,Alta,Regular,0.04062976130015236,False
123,False,Masculino,13,False,True,False,False,Parda,Urbana,Aprovado,3° EM,False,66.8,7.0,N2,1188.95,False,False,False,False,False,Alto,Bom,Baixa,False,Média,True,2.2,False,Moderado,Boa,Insuficiente,Alta,Boa,0.3209751142712036,True
124,False,Outro,19,False,True,False,False,Parda,Urbana,Em andamento,2° EM,False,56.8,4.6,N5,245.2,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,0.8,False,Baixo,Boa,Completa,Baixa,Ruim,0.49365159979685125,True
125,False,Masculino,16,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,65.3,8.7,N4,505.06,False,False,False,False,False,Médio,Bom,Alta,True,Média,False,1.1,False,Alto,Regular,Completa,Alta,Regular,0.2422549517521585,True
126,False,Feminino,20,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,73.7,5.5,N7,868.42,True,False,False,False,False,Alto,Bom,Baixa,False,Média,False,0.7,False,Moderado,Boa,Completa,Alta,Ruim,0.531403419671576,True
127,False,Feminino,18,True,True,False,False,Branca,Rural,Aprovado,9° EF,False,75.1,8.2,N1,536.98,False,False,False,False,False,Baixo,Ruim,Baixa,False,Alta,False,2.1,False,Alto,Boa,Completa,Média,Regular,0.2178770949720671,False
128,False,Feminino,11,True,True,True,False,Parda,Urbana,Aprovado,9° EF,False,96.0,7.2,N2,937.47,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.0,False,Baixo,Regular,Completa,Alta,Boa,0.16251904520060942,False
129,False,Feminino,17,False,True,True,False,Amarela,Urbana,Aprovado,1° EM,True,78.1,4.4,N3,569.17,False,False,False,False,False,Médio,Bom,Alta,True,Média,False,2.4,False,Moderado,Regular,Parcial,Alta,Ruim,0.5649229727442018,True
130,True,Feminino,13,False,True,True,False,Parda,Urbana,Reprovado,4° EF,False,79.2,5.6,N6,776.68,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,1.1,False,Moderado,Regular,Completa,Alta,Ruim,0.3291010665312341,False
131,False,Feminino,15,False,True,True,False,Parda,Urbana,Aprovado,8° EF,False,73.0,8.4,N5,515.34,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,2.1,False,Moderado,Regular,Parcial,Média,Regular,0.21838496698831894,True
132,False,Feminino,13,False,True,True,False,Não declarada,Urbana,Reprovado,1° EM,True,67.8,6.7,N5,1106.7,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,1.8,True,Baixo,Ruim,Completa,Alta,Boa,0.5004232266802099,True
133,False,Masculino,21,True,True,True,False,Parda,Rural,Aprovado,3° EM,False,61.5,5.6,N6,480.88,False,False,True,False,False,Alto,Bom,Média,True,Alta,False,3.1,False,Alto,Regular,Completa,Alta,Boa,0.41899441340782123,False
134,False,Feminino,10,True,True,True,False,Branca,Urbana,Reprovado,6° EF,False,59.1,6.3,N4,592.0,False,False,False,False,False,Baixo,Regular,Baixa,False,Alta,False,0.5,False,Moderado,Boa,Parcial,Alta,Regular,0.3956323006602336,False
135,True,Masculino,15,False,True,False,False,Preta,Urbana,Aprovado,6° EF,False,87.5,4.4,N2,747.19,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,1.8,False,Alto,Ruim,Completa,Alta,Boa,0.3478923311325546,False
136,False,Masculino,12,False,True,True,False,Indígena,Urbana,Aprovado,1° EM,False,58.7,7.0,N5,1076.22,False,False,False,False,True,Médio,Bom,Média,True,Alta,False,1.6,False,Moderado,Regular,Completa,Média,Ruim,0.36211274758760786,True
137,False,Feminino,15,False,True,True,False,Indígena,Rural,Reprovado,2° EM,False,71.5,7.5,N2,1239.37,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,1.8,False,Moderado,Boa,Completa,Alta,Ruim,0.2717115286947689,True
138,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,7° EF,False,99.5,8.1,N1,255.28,False,True,False,True,False,Baixo,Regular,Baixa,False,Alta,False,1.5,False,Baixo,Ruim,Completa,Alta,Boa,0.43761638733705777,True
139,False,Masculino,17,False,True,True,False,Branca,Rural,Aprovado,1° EM,False,89.4,5.0,N2,611.54,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,1.8,True,Alto,Boa,Parcial,Alta,Boa,0.3077704418486541,False
140,False,Feminino,18,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,64.0,8.0,N3,859.72,False,False,False,False,False,Alto,Ruim,Baixa,False,Média,True,3.4,False,Baixo,Regular,Parcial,Média,Boa,0.2844083291010665,False
141,False,Feminino,21,True,True,False,False,Branca,Urbana,Aprovado,9° EF,False,89.7,4.4,N1,1531.26,False,False,False,False,False,Baixo,Bom,Alta,False,Baixa,False,2.3,False,Alto,Ruim,Completa,Alta,Boa,0.33671914677501263,True
142,False,Feminino,16,False,True,True,False,Branca,Urbana,Evadido,3° EM,False,97.2,6.3,N1,2316.33,False,False,False,False,False,Baixo,Bom,Média,True,Alta,False,2.2,False,Alto,Boa,Completa,Média,Boa,0.202133062468258,False
143,False,Masculino,13,True,True,False,False,Preta,Urbana,Aprovado,1° EM,False,66.3,8.8,N1,948.57,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,0.8,False,Alto,Regular,Completa,Alta,Boa,0.23209751142712037,False
144,False,Masculino,17,True,True,False,False,Parda,Rural,Aprovado,4° EF,False,61.9,6.3,N5,520.02,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,2.8,False,Moderado,Ruim,Insuficiente,Média,Boa,0.3814118842051803,False
145,False,Feminino,17,False,True,True,False,Preta,Rural,Aprovado,2° EM,False,55.9,6.7,N4,306.06,False,False,False,False,False,Médio,Ruim,Alta,True,Média,True,2.6,False,Moderado,Ruim,Completa,Média,Boa,0.39156932453021837,True
146,False,Masculino,21,False,True,True,False,Branca,Rural,Reprovado,7° EF,False,99.2,4.3,N2,920.36,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,3.1,False,Moderado,Ruim,Completa,Alta,Ruim,0.2935500253936008,True
147,False,Feminino,12,False,True,True,False,Parda,Rural,Evadido,6° EF,False,89.0,6.6,N6,611.81,False,False,True,False,False,Alto,Bom,Alta,False,Alta,False,4.0,True,Moderado,Boa,Parcial,Baixa,Boa,0.22854240731335704,False
148,False,Feminino,19,False,False,True,False,Branca,Urbana,Aprovado,1° EM,False,72.6,7.7,N3,701.21,True,True,False,False,False,Baixo,Bom,Alta,False,Alta,False,0.8,False,Moderado,Boa,Completa,Baixa,Ruim,0.425258168274928,True
149,False,Feminino,20,True,True,True,False,Parda,Urbana,Em andamento,3° EM,False,98.0,7.4,N2,429.56,True,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,1.0,True,Alto,Regular,Parcial,Média,Ruim,0.31149483663450145,True
150,False,Feminino,15,True,True,False,False,Parda,Urbana,Evadido,7° EF,False,53.1,5.3,N6,1275.73,False,False,False,False,False,Baixo,Regular,Média,False,Média,False,1.7,False,Alto,Ruim,Completa,Alta,Boa,0.47689182326053836,True
151,True,Feminino,18,False,True,False,False,Parda,Urbana,Aprovado,9° EF,False,65.5,4.6,N3,296.28,False,False,False,False,False,Médio,Bom,Alta,True,Alta,False,0.6,False,Alto,Ruim,Completa,Média,Boa,0.4494667343829355,False
152,False,Feminino,11,True,True,True,False,Parda,Urbana,Aprovado,8° EF,False,61.2,5.2,N6,605.7,False,False,False,False,False,Alto,Bom,Alta,True,Baixa,True,2.4,True,Baixo,Regular,Parcial,Alta,Boa,0.44083291010665304,True
153,False,Feminino,11,False,True,True,False,Parda,Urbana,Em andamento,1° EM,False,70.9,6.4,N3,904.01,False,False,False,False,False,Alto,Ruim,Alta,False,Média,False,2.3,False,Baixo,Boa,Insuficiente,Baixa,Regular,0.3306246825799898,False
154,False,Masculino,13,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,73.8,8.0,N4,1187.09,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,0.9,True,Alto,Boa,Completa,Alta,Regular,0.2346368715083799,False
155,False,Masculino,12,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,77.7,8.1,N6,548.54,False,False,False,True,False,Alto,Regular,Alta,False,Baixa,False,1.9,False,Moderado,Regular,Parcial,Alta,Boa,0.5483324868799729,True
156,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,79.5,6.9,N3,462.68,False,False,False,False,False,Médio,Ruim,Alta,True,Alta,False,3.6,True,Moderado,Ruim,Completa,Alta,Boa,0.26155408836973076,True
157,False,Masculino,15,False,True,True,False,Parda,Urbana,Reprovado,6° EF,False,67.6,5.0,N1,367.1,False,False,False,False,False,Médio,Bom,Alta,True,Alta,False,0.9,False,Alto,Boa,Parcial,Alta,Regular,0.4184865413915694,False
158,False,Masculino,21,False,False,True,False,Parda,Urbana,Aprovado,6° EF,False,99.7,6.0,N7,390.62,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,0.3,False,Alto,Ruim,Completa,Média,Boa,0.2046724225495175,False
159,True,Masculino,13,False,True,True,False,Preta,Urbana,Aprovado,9° EF,False,95.9,4.5,N3,1221.15,False,False,False,False,False,Médio,Bom,Média,True,Baixa,False,1.7,True,Baixo,Regular,Completa,Média,Boa,0.3001523616048756,False
160,True,Masculino,21,False,True,True,True,Parda,Urbana,Aprovado,8° EF,True,62.7,6.6,N7,494.1,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,2.4,True,Moderado,Regular,Parcial,Baixa,Boa,0.5314034196715761,False
161,False,Feminino,20,False,True,False,False,Branca,Urbana,Aprovado,7° EF,False,69.1,5.0,N6,772.83,False,False,False,False,False,Alto,Ruim,Alta,False,Média,False,0.3,False,Moderado,Boa,Completa,Média,Boa,0.4108684611477908,True
162,False,Masculino,19,False,True,True,False,Parda,Urbana,Evadido,2° EM,False,81.4,6.7,N6,1522.9,False,False,True,False,False,Baixo,Bom,Alta,False,Alta,False,3.9,False,Baixo,Boa,Completa,Média,Regular,0.2620619603859827,False
163,False,Feminino,13,True,True,True,False,Branca,Urbana,Aprovado,8° EF,False,95.7,6.2,N3,759.81,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,1.8,False,Baixo,Boa,Completa,Alta,Regular,0.21482986287455558,True
164,False,Masculino,13,False,True,True,False,Branca,Urbana,Aprovado,1° EM,False,58.9,7.7,N2,812.77,False,False,False,True,False,Baixo,Regular,Alta,False,Média,False,0.5,False,Baixo,Boa,Completa,Alta,Boa,0.6641273065854071,False
165,False,Masculino,17,True,True,False,False,Não declarada,Urbana,Aprovado,2° EM,False,69.8,5.4,N6,492.87,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,0.1,False,Alto,Regular,Completa,Alta,Boa,0.38699847638395124,True
166,True,Masculino,15,True,True,True,False,Parda,Rural,Aprovado,2° EF,False,59.1,4.2,N2,702.85,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,3.0,False,Alto,Boa,Parcial,Baixa,Boa,0.5022854240731335,False
167,False,Feminino,20,False,True,False,False,Amarela,Urbana,Aprovado,2° EM,False,66.8,5.7,N7,634.81,True,False,False,False,False,Baixo,Ruim,Baixa,False,Alta,False,1.2,False,Alto,Ruim,Insuficiente,Alta,Boa,0.5562891484679194,True
168,False,Feminino,21,False,True,True,False,Parda,Rural,Aprovado,6° EF,False,97.9,5.5,N7,606.9,False,False,False,False,False,Baixo,Bom,Baixa,False,Média,False,0.5,False,Moderado,Boa,Parcial,Média,Boa,0.239207719654647,False
169,False,Masculino,10,False,True,True,False,Branca,Urbana,Evadido,3° EM,False,55.2,6.7,N7,830.91,False,False,False,False,False,Baixo,Bom,Alta,False,Média,False,3.2,False,Baixo,Boa,Parcial,Média,Regular,0.39512442864398173,True
170,False,Masculino,10,True,True,True,False,Parda,Rural,Aprovado,2° EM,True,52.5,7.0,N6,422.08,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,2.4,False,Baixo,Regular,Parcial,Média,Boa,0.5628914846791943,False
171,True,Masculino,13,True,True,False,True,Parda,Rural,Aprovado,5° EF,False,73.9,8.5,N2,1308.49,False,False,False,False,False,Baixo,Bom,Alta,True,Alta,False,1.4,False,Baixo,Ruim,Completa,Baixa,Boa,0.20873539867953272,False
172,False,Masculino,16,False,True,True,False,Parda,Urbana,Aprovado,8° EF,True,59.2,8.4,N5,316.66,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,3.7,True,Moderado,Boa,Completa,Alta,Regular,0.4577619773150499,True
173,False,Masculino,10,False,True,True,False,Amarela,Urbana,Reprovado,1° EM,False,54.6,8.6,N2,701.79,False,False,False,False,True,Médio,Bom,Alta,True,Alta,False,3.3,False,Moderado,Boa,Parcial,Média,Regular,0.3016759776536313,True
174,False,Feminino,18,False,False,False,False,Branca,Urbana,Aprovado,3° EM,False,76.7,4.6,N7,516.95,False,False,False,False,False,Baixo,Regular,Alta,False,Alta,False,3.6,False,Baixo,Boa,Completa,Média,Regular,0.3925850685627222,False
175,False,Feminino,20,True,True,True,False,Branca,Rural,Em andamento,6° EF,False,98.7,7.9,N3,175.84,True,True,False,False,False,Baixo,Ruim,Alta,True,Alta,False,2.0,False,Alto,Ruim,Parcial,Baixa,Regular,0.28254613170814286,False
176,False,Feminino,10,False,True,True,False,Parda,Urbana,Reprovado,2° EM,False,66.5,3.4,N4,929.22,False,False,False,False,False,Médio,Bom,Baixa,True,Alta,False,2.3,False,Moderado,Boa,Completa,Alta,Regular,0.5053326561706449,False
177,False,Masculino,20,True,True,False,False,Preta,Rural,Aprovado,4° EF,False,55.2,7.2,N6,957.65,False,False,False,True,False,Baixo,Ruim,Média,False,Média,False,2.2,True,Alto,Boa,Completa,Alta,Ruim,0.7083121719993228,True
178,False,Feminino,19,True,True,True,False,Parda,Rural,Aprovado,2° EM,False,63.1,7.0,N7,468.24,False,False,False,False,False,Alto,Regular,Baixa,False,Alta,False,2.7,False,Alto,Ruim,Completa,Alta,Regular,0.3397663788725241,False
179,False,Feminino,13,False,False,False,False,Parda,Urbana,Aprovado,7° EF,False,89.8,8.4,N4,559.11,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,2.3,False,Moderado,Boa,Parcial,Média,Ruim,0.133062468257999,False
180,True,Feminino,20,True,True,True,False,Branca,Urbana,Em andamento,9° EF,False,71.5,5.4,N2,1051.23,True,False,False,False,False,Médio,Bom,Baixa,True,Alta,False,1.7,False,Moderado,Regular,Completa,Baixa,Regular,0.5476553241916371,False
181,False,Masculino,18,True,True,False,False,Branca,Rural,Aprovado,8° EF,False,68.4,6.4,N3,1200.27,False,False,True,False,False,Médio,Ruim,Baixa,False,Alta,False,2.0,True,Baixo,Ruim,Parcial,Alta,Boa,0.3433214829862874,False
182,True,Feminino,15,False,True,True,False,Parda,Urbana,Aprovado,1° EF,False,67.7,3.3,N6,1452.11,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,2.0,False,Moderado,Ruim,Completa,Baixa,Boa,0.5043169121381412,True
183,False,Masculino,17,False,True,True,False,Branca,Urbana,Aprovado,1° EM,False,81.2,5.9,N6,827.86,False,False,False,False,False,Baixo,Regular,Média,False,Média,False,1.1,True,Alto,Regular,Parcial,Média,Regular,0.3037074657186389,False
184,True,Masculino,18,False,True,False,False,Parda,Urbana,Aprovado,2° EF,False,59.1,5.7,N6,702.0,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,5.1,False,Alto,Boa,Completa,Alta,Ruim,0.42610462163534785,False
185,False,Feminino,16,False,True,False,False,Parda,Urbana,Aprovado,6° EF,False,91.9,5.6,N7,537.25,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,3.8,False,Alto,Boa,Completa,Alta,Boa,0.2646013204672422,False
186,False,Feminino,10,False,True,True,False,Branca,Urbana,Reprovado,2° EM,False,95.0,5.9,N4,765.96,False,False,False,False,False,Alto,Ruim,Baixa,False,Alta,False,1.5,False,Alto,Regular,Completa,Alta,Boa,0.23362112747587604,False
187,False,Feminino,20,False,True,False,False,Preta,Urbana,Aprovado,5° EF,False,84.8,9.8,N7,1733.83,True,False,False,False,False,Baixo,Bom,Baixa,True,Alta,False,3.0,False,Moderado,Regular,Completa,Alta,Regular,0.2566446588792957,False
188,False,Feminino,15,True,True,True,False,Parda,Urbana,Evadido,2° EM,False,52.5,6.6,N1,500.47,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,1.9,False,Moderado,Regular,Completa,Média,Boa,0.4139156932453022,False
189,False,Feminino,19,True,True,True,False,Branca,Urbana,Reprovado,3° EM,False,98.3,9.0,N4,802.12,False,False,False,False,False,Alto,Regular,Baixa,True,Média,False,1.0,True,Baixo,Ruim,Completa,Média,Ruim,0.059421025901472836,False
190,False,Masculino,13,False,True,False,True,Amarela,Urbana,Aprovado,9° EF,False,88.9,6.7,N6,939.29,False,False,False,False,False,Médio,Ruim,Alta,False,Baixa,True,0.2,True,Alto,Boa,Completa,Média,Boa,0.22397155916708986,False
191,False,Feminino,11,True,True,False,False,Branca,Urbana,Aprovado,1° EF,False,50.6,8.1,N2,351.43,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.2,True,Moderado,Boa,Insuficiente,Média,Boa,0.34738445911630267,True
192,False,Feminino,13,False,True,True,False,Parda,Urbana,Evadido,6° EF,False,96.3,5.8,N3,995.55,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,2.5,False,Moderado,Regular,Insuficiente,Alta,Boa,0.23209751142712037,False
193,True,Feminino,15,False,True,True,False,Parda,Urbana,Aprovado,9° EF,False,80.1,6.5,N2,615.52,False,False,False,False,False,Alto,Bom,Média,False,Baixa,True,1.1,False,Moderado,Boa,Completa,Média,Ruim,0.2788217369222956,False
